gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,paperlessbilling,charges.monthly,charges.total,contas_diarias,internetservice_Fiber optic,internetservice_No,contract_One year,contract_Two year,paymentmethod_Credit card (automatic),paymentmethod_Electronic check,paymentmethod_Mailed check,churn_real,churn_predito,prob_churn
0,1,1,0,18,1,1,0,0,0,1,1,1,0,99.75,1836.25,3.325,1,0,0,0,0,0,0,1,1,0.58
0,0,1,1,65,1,1,1,1,0,1,1,1,1,82.5,5215.1,2.75,0,0,0,1,0,0,0,0,0,0.0
1,0,0,0,13,1,0,0,0,0,0,0,0,1,19.95,253.8,0.6649999999999999,0,1,1,0,0,1,0,0,0,0.02
1,1,1,0,4,0,0,0,0,1,0,0,0,1,29.9,118.25,0.9966666666666666,0,0,0,0,0,1,0,0,1,0.65
1,0,1,1,64,1,0,1,1,0,0,0,0,0,81.05,5135.35,2.7016666666666667,1,0,0,0,0,1,0,0,0,0.22
0,0,0,0,34,1,0,1,1,0,0,0,0,0,55.0,1885.15,1.8333333333333333,0,0,1,0,0,0,1,0,0,0.07
0,0,1,0,62,1,0,1,0,1,1,1,1,1,104.3,6613.65,3.4766666666666666,1,0,1,0,0,1,0,0,0,0.29
0,0,1,0,19,1,0,0,0,0,0,0,0,0,44.9,839.65,1.4966666666666666,0,0,0,0,0,0,1,0,0,0.27
0,0,0,0,25,0,0,0,0,1,0,1,1,1,48.25,1293.8,1.6083333333333334,0,0,0,0,0,1,0,0,1,0.61
1,0,1,1,70,1,1,0,0,0,0,0,0,0,25.15,1790.15,0.8383333333333333,0,1,0,1,1,0,0,0,0,0.05
1,0,1,1,19,1,0,1,0,0,0,0,0,1,48.95,955.6,1.6316666666666668,0,0,1,0,0,0,0,0,0,0.12
1,0,0,0,12,1,1,0,0,0,0,0,0,0,25.0,316.2,0.8333333333333334,0,1,0,0,0,1,0,0,0,0.13
0,0,0,0,2,1,0,1,0,0,0,1,1,1,70.75,146.9,2.3583333333333334,0,0,0,0,0,1,0,1,1,0.54
0,0,1,1,62,1,0,0,1,1,0,1,1,1,100.15,6283.3,3.3383333333333334,1,0,0,0,0,1,0,1,0,0.155
0,1,0,0,49,1,0,0,0,0,0,0,0,0,43.8,2106.05,1.46,0,0,0,0,0,0,1,0,0,0.27
0,0,0,0,54,1,1,0,1,0,0,1,1,1,97.2,5129.45,3.24,1,0,0,1,0,0,0,0,0,0.26
0,0,1,1,61,1,1,1,1,1,0,0,1,1,100.7,6018.65,3.356666666666667,1,0,1,0,1,0,0,0,0,0.16
0,0,1,1,30,0,0,0,0,0,1,1,1,0,51.2,1561.5,1.7066666666666668,0,0,0,0,1,0,0,1,0,0.08
1,0,1,1,27,1,0,1,1,0,0,0,0,1,54.75,1510.3,1.825,0,0,0,0,1,0,0,0,0,0.09
1,0,1,1,67,1,0,1,0,1,1,0,0,1,60.4,3953.7,2.013333333333333,0,0,0,1,0,0,0,0,0,0.04
0,0,1,0,70,1,1,0,1,1,1,1,1,1,110.5,7752.05,3.683333333333333,1,0,0,1,0,1,0,0,0,0.21
1,0,0,0,19,1,0,0,0,0,0,0,0,1,19.7,386.5,0.6566666666666666,0,1,1,0,1,0,0,0,0,0.04
1,0,0,0,1,1,0,0,0,0,0,0,0,1,69.9,69.9,2.33,1,0,0,0,0,1,0,1,1,0.9733333333333333
1,0,0,0,2,1,0,1,0,0,1,0,0,1,54.45,87.3,1.815,0,0,0,0,0,0,1,0,0,0.42
0,0,0,0,43,1,0,0,1,1,0,1,0,1,91.65,3954.1,3.055,1,0,0,0,0,1,0,0,1,0.5683333333333334
1,0,1,0,47,1,0,0,1,1,0,1,1,0,73.6,3522.65,2.453333333333333,0,0,0,1,0,1,0,0,0,0.19
0,0,1,0,52,1,1,0,1,1,0,1,0,0,94.6,5025.8,3.1533333333333333,1,0,0,0,0,0,0,0,1,0.63
1,0,0,0,39,1,0,0,0,0,1,0,0,1,49.8,1971.15,1.66,0,0,0,1,0,0,0,0,0,0.08
0,0,1,1,16,1,1,1,0,1,1,1,1,1,112.95,1882.55,3.765,1,0,0,0,0,1,0,0,1,0.5163809523809523
1,0,0,0,27,1,0,0,0,0,0,0,0,0,20.3,595.05,0.6766666666666666,0,1,1,0,0,0,1,0,0,0.0
0,0,1,0,23,1,0,1,0,1,1,0,1,1,68.75,1689.45,2.2916666666666665,0,0,1,0,0,0,0,0,0,0.15
0,0,1,1,57,1,0,0,0,0,0,0,0,0,19.75,1272.05,0.6583333333333333,0,1,0,1,0,0,0,0,0,0.08
1,0,0,0,10,1,1,0,0,0,0,1,1,1,72.15,794.25,2.405,0,0,0,0,1,0,0,1,0,0.49
0,0,0,0,2,0,0,0,1,0,0,1,1,0,51.4,96.8,1.7133333333333334,0,0,0,0,0,1,0,0,1,0.8
1,0,1,1,64,1,0,1,0,1,1,1,0,0,69.25,4447.75,2.308333333333333,0,0,0,1,0,0,1,0,0,0.0
1,0,1,1,19,1,0,0,0,0,0,0,0,0,20.6,414.95,0.6866666666666668,0,1,0,0,0,0,1,0,0,0.02
1,1,0,0,1,1,0,0,0,0,0,0,0,0,45.1,45.1,1.5033333333333334,0,0,0,0,0,1,0,1,0,0.34
1,0,1,0,72,1,1,0,0,0,0,0,0,0,25.75,1864.2,0.8583333333333333,0,1,0,1,1,0,0,0,0,0.0
1,0,0,0,30,1,1,1,1,1,0,0,0,0,90.4,2820.65,3.0133333333333336,1,0,1,0,0,0,0,0,0,0.17
1,0,1,0,4,1,1,0,0,0,0,0,0,1,74.65,301.4,2.4883333333333337,1,0,0,0,0,1,0,1,1,0.72
1,0,1,0,47,1,1,0,0,0,0,0,0,0,25.4,1139.2,0.8466666666666666,0,1,0,0,0,1,0,0,0,0.07
1,1,0,0,64,1,1,0,0,1,1,1,1,0,102.1,6688.1,3.4033333333333333,1,0,1,0,0,1,0,0,0,0.43799999999999994
0,0,0,0,6,1,0,0,0,0,0,1,1,1,91.1,455.3,3.036666666666666,1,0,0,0,0,1,0,1,1,0.955
1,0,0,0,6,1,0,0,0,0,1,0,0,1,49.5,312.7,1.65,0,0,0,0,1,0,0,0,0,0.49
0,0,1,1,13,1,0,1,0,1,0,0,1,1,63.15,816.8,2.105,0,0,0,0,0,0,1,0,0,0.26
1,0,1,1,70,1,1,1,1,1,1,0,1,0,78.35,5445.95,2.6116666666666664,0,0,1,0,0,0,0,0,0,0.05
0,0,0,1,2,1,0,1,0,0,0,0,1,1,61.2,125.95,2.04,0,0,0,0,1,0,0,0,0,0.44
1,0,1,1,72,1,1,1,1,1,1,1,1,1,114.05,8289.2,3.8016666666666663,1,0,0,1,1,0,0,0,0,0.02
1,0,1,0,16,1,0,1,1,0,0,0,0,0,80.75,1321.3,2.691666666666667,1,0,0,0,0,0,0,0,0,0.42
0,0,1,1,34,1,0,0,0,0,0,0,0,1,20.1,682.1,0.67,0,1,1,0,0,0,0,0,0,0.03
0,1,0,0,33,1,1,0,1,1,1,1,1,1,110.45,3655.45,3.681666666666666,1,0,0,0,0,1,0,0,1,0.75
0,0,0,0,1,1,0,1,1,0,0,0,0,1,54.9,54.9,1.83,0,0,0,0,0,1,0,1,1,0.63
0,0,0,0,42,1,0,1,1,0,1,0,1,1,67.7,2882.25,2.256666666666667,0,0,1,0,0,0,1,0,0,0.19
0,0,1,1,71,1,1,1,1,1,1,1,1,0,89.9,6342.7,2.996666666666667,0,0,0,1,0,0,0,0,0,0.0
0,1,0,0,60,1,1,1,0,0,0,1,1,1,101.4,6176.6,3.3800000000000003,1,0,1,0,0,0,0,0,1,0.53
1,0,0,0,20,0,0,1,1,1,1,1,0,1,55.0,1165.55,1.8333333333333333,0,0,0,0,1,0,0,0,0,0.36
1,0,1,0,69,1,0,1,1,1,1,1,1,1,84.7,5878.9,2.8233333333333333,0,0,0,1,0,0,1,0,0,0.0
1,1,1,0,19,0,0,0,1,1,0,0,0,1,34.3,577.15,1.143333333333333,0,0,0,0,1,0,0,0,0,0.14
0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.45,44.45,1.481666666666667,0,0,0,0,0,0,1,1,0,0.41
0,0,1,1,1,1,0,0,0,0,0,0,0,1,45.7,45.7,1.5233333333333334,0,0,0,0,0,1,0,1,1,0.574
1,0,0,0,44,1,1,1,1,1,0,1,1,1,111.5,4915.15,3.716666666666667,1,0,0,0,0,1,0,0,0,0.3065
1,0,1,0,14,1,1,0,1,1,0,0,0,1,82.65,1185.0,2.7550000000000003,1,0,0,0,0,1,0,0,1,0.6233333333333334
1,0,0,0,10,1,1,0,0,0,0,0,0,1,24.0,226.55,0.8,0,1,0,0,0,1,0,0,0,0.07
0,0,1,1,48,1,1,0,0,0,0,0,1,1,82.05,4029.95,2.735,1,0,1,0,0,0,1,1,0,0.27
1,0,0,0,68,1,1,0,1,1,1,1,1,0,108.45,7176.55,3.615,1,0,1,0,0,1,0,1,0,0.36
1,0,0,1,39,1,1,0,0,0,0,0,0,0,25.0,1004.35,0.8333333333333334,0,1,0,1,0,0,1,0,0,0.0
0,0,0,0,4,1,1,1,0,0,0,0,0,1,80.15,319.85,2.671666666666667,1,0,0,0,0,1,0,0,0,0.25
0,0,1,0,31,1,0,0,1,0,0,0,1,1,83.85,2674.15,2.795,1,0,0,0,0,0,0,0,1,0.72
0,0,1,1,27,1,1,0,0,0,0,0,0,0,24.5,761.95,0.8166666666666667,0,1,0,1,0,1,0,0,0,0.115
0,1,0,0,49,1,1,1,1,1,1,0,1,0,103.0,5166.2,3.433333333333333,1,0,1,0,0,0,0,0,0,0.265
1,0,0,0,23,1,0,1,0,1,0,1,1,1,99.95,2292.75,3.3316666666666666,1,0,1,0,1,0,0,0,0,0.26666666666666666
0,0,0,0,41,1,0,0,0,0,0,0,0,1,19.85,810.45,0.6616666666666667,0,1,0,1,0,0,1,0,0,0.0
0,1,1,0,65,1,0,1,1,1,0,0,1,0,94.4,6126.15,3.146666666666667,1,0,0,0,0,1,0,0,0,0.43
0,1,1,0,72,1,1,1,1,1,1,1,1,1,114.65,8333.95,3.8216666666666663,1,0,0,1,0,0,0,0,0,0.0
0,0,0,0,36,1,0,1,1,1,1,1,0,1,76.35,2606.35,2.545,0,0,1,0,0,0,1,0,0,0.28
0,0,1,0,2,1,0,0,0,0,0,0,0,1,45.0,89.75,1.5,0,0,0,0,0,1,0,0,0,0.11
1,0,1,1,48,1,1,0,0,0,0,0,0,0,26.3,1245.05,0.8766666666666667,0,1,0,1,0,0,0,0,0,0.0
0,0,0,0,35,1,1,0,0,1,0,1,1,1,100.25,3527.6,3.341666666666667,1,0,0,0,0,1,0,1,1,0.58
1,0,1,1,28,1,0,0,0,1,0,1,0,0,85.45,2289.9,2.8483333333333336,1,0,0,0,0,1,0,0,0,0.345
0,0,1,1,71,1,0,0,0,1,0,0,0,0,76.05,5436.45,2.535,1,0,0,1,0,1,0,0,0,0.18
1,1,0,0,2,1,1,0,0,0,0,0,0,1,74.85,156.4,2.495,1,0,0,0,0,0,1,1,0,0.48
1,0,0,0,35,1,1,0,0,0,0,0,0,0,75.35,2636.05,2.5116666666666663,1,0,0,0,1,0,0,1,0,0.37
0,0,1,0,64,1,1,0,0,0,0,0,0,0,25.55,1714.95,0.8516666666666667,0,1,0,1,0,0,1,0,0,0.0
0,0,1,0,72,1,1,1,1,1,1,1,1,1,115.55,8312.4,3.8516666666666666,1,0,0,1,1,0,0,0,0,0.0
0,0,0,0,22,0,0,0,0,1,0,1,1,1,50.6,1073.3,1.6866666666666668,0,0,0,0,0,1,0,0,1,0.64
1,0,0,0,14,1,0,0,0,0,0,0,0,0,19.6,300.4,0.6533333333333334,0,1,0,0,1,0,0,0,0,0.11
0,0,0,0,3,1,0,0,1,0,1,1,1,1,97.9,315.3,3.2633333333333336,1,0,0,0,0,1,0,1,1,0.88
0,0,1,1,63,1,0,1,1,1,1,0,0,0,63.55,4014.2,2.118333333333333,0,0,0,1,0,0,1,0,0,0.02
1,0,0,0,31,1,0,0,1,0,1,0,0,1,78.45,2435.15,2.615,1,0,0,0,0,1,0,1,0,0.3283333333333333
0,0,0,1,21,1,0,0,0,0,0,0,0,0,20.75,452.2,0.6916666666666667,0,1,0,0,0,0,1,0,0,0.05
1,0,0,1,1,0,0,0,1,0,1,0,0,0,33.6,33.6,1.12,0,0,0,0,0,0,1,0,0,0.33
1,0,1,1,24,1,0,0,0,0,0,0,0,1,20.8,469.65,0.6933333333333334,0,1,1,0,1,0,0,0,0,0.01
0,1,1,0,26,1,0,0,0,1,0,0,1,0,60.7,1597.4,2.023333333333333,0,0,1,0,0,0,1,0,0,0.16
0,0,1,1,72,0,0,1,1,1,1,1,1,0,65.7,4575.35,2.19,0,0,0,1,0,0,0,0,0,0.0
1,0,1,1,47,1,1,1,1,1,1,1,1,1,113.45,5317.8,3.7816666666666663,1,0,1,0,0,0,0,0,0,0.29
0,0,1,1,61,1,1,0,0,0,0,0,0,1,24.1,1551.6,0.8033333333333333,0,1,0,1,0,0,1,0,0,0.0
0,0,0,0,14,1,0,0,0,0,1,1,1,1,69.65,921.4,2.3216666666666668,0,0,0,0,0,1,0,0,0,0.47
1,0,1,0,63,1,1,1,0,0,1,0,0,1,84.65,5377.8,2.8216666666666668,1,0,0,1,1,0,0,0,0,0.05
1,0,1,0,11,1,0,0,0,0,0,0,0,1,45.9,521.9,1.53,0,0,0,0,0,0,0,0,0,0.11
0,0,1,1,72,1,1,0,1,0,1,1,1,1,78.95,5730.15,2.631666666666667,0,0,0,1,0,1,0,0,0,0.01
1,1,1,0,56,1,0,1,1,1,1,1,1,1,85.65,4824.45,2.855,0,0,0,1,0,0,0,0,0,0.02
1,0,0,1,19,0,0,0,0,0,0,0,0,1,25.35,566.1,0.8450000000000001,0,0,0,0,1,0,0,0,0,0.1
1,0,0,0,5,1,1,0,0,0,0,1,1,1,94.85,462.8,3.161666666666666,1,0,0,0,0,0,0,1,1,0.98
1,0,0,0,72,1,1,0,1,1,0,1,1,1,103.65,7634.8,3.455,1,0,0,1,0,1,0,0,0,0.32
0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.25,25.25,0.8416666666666667,0,0,0,0,0,0,0,0,1,0.75
1,0,1,1,24,1,1,1,0,0,1,1,1,0,81.0,1923.85,2.7,0,0,0,0,0,0,0,0,0,0.16
1,1,0,0,9,1,1,0,1,0,0,1,1,1,99.45,919.4,3.315,1,0,0,0,1,0,0,1,0,0.47
1,0,0,0,1,1,1,0,0,0,0,1,0,1,84.65,84.65,2.8216666666666668,1,0,0,0,0,0,1,1,1,0.8
1,0,1,0,64,1,1,1,0,1,1,1,1,1,108.5,6880.85,3.6166666666666663,1,0,1,0,0,0,1,0,0,0.28
1,0,0,0,23,1,1,0,0,1,1,1,1,1,104.05,2470.1,3.4683333333333333,1,0,0,0,0,0,1,1,0,0.44083333333333335
0,1,1,1,32,1,1,0,1,0,0,1,1,1,100.4,3217.65,3.3466666666666667,1,0,0,0,0,1,0,0,1,0.545
1,1,1,0,51,1,1,1,0,1,0,1,0,1,93.8,4750.95,3.1266666666666665,1,0,0,0,0,0,0,1,0,0.49666666666666665
0,0,1,1,2,0,0,0,1,0,0,0,0,1,30.25,63.75,1.0083333333333333,0,0,0,0,0,0,1,0,0,0.41
1,1,1,0,57,1,1,0,1,0,0,0,1,1,89.85,4925.35,2.995,1,0,0,0,0,1,0,0,0,0.26
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0.6733333333333333,0,1,0,0,0,0,0,1,1,0.8
0,0,1,1,28,1,0,0,0,0,0,0,0,0,19.9,543.0,0.6633333333333333,0,1,1,0,0,0,1,0,0,0.01
1,0,1,1,72,1,1,1,1,1,1,1,1,1,90.8,6397.6,3.0266666666666664,0,0,0,1,1,0,0,0,0,0.0
1,0,0,1,56,1,0,0,0,0,0,0,0,1,21.2,1238.65,0.7066666666666667,0,1,1,0,0,0,1,0,0,0.01
1,0,1,1,72,0,0,1,1,1,1,1,1,1,64.8,4719.75,2.16,0,0,0,1,1,0,0,0,0,0.0
1,0,0,0,35,1,1,0,0,0,0,0,0,0,26.2,954.9,0.8733333333333333,0,1,1,0,0,0,0,0,0,0.01
0,0,1,0,72,1,0,0,0,0,0,0,0,0,19.4,1496.45,0.6466666666666666,0,1,0,1,0,0,0,0,0,0.0
1,0,1,1,11,1,0,0,0,0,0,0,0,0,20.95,267.35,0.6983333333333334,0,1,0,0,0,0,0,0,0,0.1
1,0,1,1,31,1,1,1,0,1,0,1,0,0,98.05,3082.1,3.268333333333333,1,0,1,0,0,0,0,0,0,0.26
0,0,0,0,27,1,0,0,0,0,0,0,0,1,19.6,561.15,0.6533333333333334,0,1,0,1,0,0,1,0,0,0.01
1,0,1,1,68,1,0,1,1,0,1,0,1,0,95.1,6683.4,3.17,1,0,0,1,0,0,0,0,0,0.09
1,0,0,0,26,1,1,0,0,1,0,1,1,1,98.35,2515.3,3.2783333333333333,1,0,0,0,0,1,0,1,1,0.9
0,0,0,0,15,1,0,0,0,0,0,0,0,0,19.6,299.4,0.6533333333333334,0,1,0,0,0,0,1,0,0,0.2
1,1,1,1,24,1,1,1,0,0,0,0,0,1,79.85,1857.75,2.661666666666666,1,0,0,0,0,1,0,0,1,0.5283333333333333
0,1,0,0,29,1,1,1,1,0,0,0,0,1,58.55,1718.95,1.9516666666666669,0,0,0,0,0,0,0,0,0,0.3
0,1,1,0,17,1,1,1,0,1,0,0,0,1,85.35,1463.45,2.845,1,0,0,0,0,0,0,1,0,0.445
0,0,1,1,15,1,0,0,0,0,0,0,0,0,20.05,284.3,0.6683333333333333,0,1,0,0,0,0,1,0,0,0.03
0,0,1,0,26,1,0,0,0,0,1,0,1,0,85.9,2196.45,2.8633333333333337,1,0,0,0,1,0,0,0,0,0.36
0,0,1,0,48,1,1,1,0,0,1,0,0,1,60.6,2985.25,2.02,0,0,1,0,0,0,0,0,0,0.12
1,0,1,1,36,1,0,1,1,0,0,0,0,0,53.65,1939.35,1.788333333333333,0,0,1,0,0,0,1,0,0,0.04
1,1,1,0,11,1,0,0,0,0,0,0,0,0,19.95,214.75,0.6649999999999999,0,1,0,0,0,0,1,1,0,0.06
0,0,1,1,43,1,0,0,0,0,0,1,0,0,56.15,2499.3,1.8716666666666664,0,0,0,0,0,1,0,1,0,0.215
0,0,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,2.3316666666666666,1,0,0,0,0,0,1,1,1,0.97
1,1,1,0,7,1,1,0,0,0,0,0,0,1,75.4,533.05,2.5133333333333336,1,0,0,0,0,1,0,0,0,0.2
1,0,1,1,34,1,0,0,0,0,0,1,0,0,78.3,2564.3,2.61,1,0,0,0,0,1,0,1,1,0.52
0,0,1,1,58,1,0,0,0,0,0,0,0,1,19.85,1158.85,0.6616666666666667,0,1,0,1,0,0,1,0,0,0.0
1,0,0,0,7,1,0,0,0,0,0,0,0,1,19.4,168.65,0.6466666666666666,0,1,0,0,0,0,1,0,0,0.35
0,0,0,0,9,1,1,0,0,0,0,0,0,1,74.75,706.6,2.4916666666666667,1,0,0,0,0,1,0,1,1,0.66
1,0,1,1,35,1,1,0,1,1,1,1,1,1,109.95,3782.4,3.665,1,0,0,0,0,1,0,0,1,0.505
1,0,1,1,4,1,1,0,0,1,0,1,1,0,101.15,385.9,3.371666666666667,1,0,0,0,0,1,0,1,1,0.72
0,0,1,1,20,1,0,0,0,0,0,0,0,0,20.05,406.05,0.6683333333333333,0,1,0,0,0,0,1,0,0,0.02
0,0,0,0,9,1,0,0,0,0,0,1,1,1,90.8,809.75,3.0266666666666664,1,0,0,0,0,0,0,1,1,0.96
1,0,0,0,11,1,0,0,0,0,0,0,0,0,19.5,226.8,0.65,0,1,1,0,0,0,1,0,0,0.01
0,0,0,0,2,1,0,0,0,0,0,1,0,1,80.2,146.05,2.6733333333333333,1,0,0,0,0,1,0,1,1,0.83
0,0,1,0,70,1,1,0,1,1,1,1,1,1,109.5,7674.55,3.65,1,0,1,0,0,1,0,1,0,0.46
0,0,1,1,66,1,1,1,1,1,1,1,1,0,89.9,5958.85,2.996666666666667,0,0,0,1,1,0,0,0,0,0.01
0,0,0,0,41,1,0,0,0,0,1,0,0,0,50.05,2029.05,1.6683333333333332,0,0,1,0,0,0,0,0,0,0.09
0,0,0,0,13,1,0,0,1,1,0,0,0,1,81.15,952.3,2.705,1,0,0,0,0,1,0,1,1,0.9
1,0,1,0,70,0,0,1,0,1,1,0,0,1,39.15,2692.75,1.305,0,0,0,1,1,0,0,0,0,0.03
1,1,1,0,72,1,1,1,1,1,1,1,1,1,114.5,8331.95,3.816666666666667,1,0,0,1,0,0,1,0,0,0.0
0,0,0,0,2,1,0,1,0,1,0,0,0,1,80.45,137.1,2.681666666666666,1,0,0,0,0,1,0,0,1,0.64
0,0,1,0,20,0,0,0,0,0,0,0,0,1,24.45,482.8,0.815,0,0,0,0,0,1,0,1,0,0.49666666666666665
0,0,0,0,33,1,1,1,0,0,1,0,0,0,59.4,1952.8,1.98,0,0,1,0,0,1,0,0,0,0.13
1,0,0,0,22,1,1,0,1,0,0,0,0,1,79.35,1730.35,2.645,1,0,0,0,0,1,0,1,1,0.74
1,0,0,0,5,0,0,1,0,1,1,0,0,0,40.0,223.45,1.3333333333333333,0,0,0,0,0,0,1,1,0,0.28
0,0,0,0,66,0,0,1,1,1,1,0,0,1,47.4,3177.25,1.5799999999999998,0,0,0,1,0,0,1,0,0,0.05
0,0,0,0,40,1,0,0,0,0,0,0,0,0,20.15,804.85,0.6716666666666666,0,1,0,1,0,0,1,0,0,0.0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.9,19.9,0.6633333333333333,0,1,0,0,0,0,1,0,0,0.4093333333333332
1,0,0,0,53,1,0,0,1,0,1,0,0,1,80.6,4348.1,2.6866666666666665,1,0,0,0,0,0,1,0,0,0.14333333333333334
1,0,0,0,2,1,0,0,1,0,0,0,0,1,74.75,144.8,2.4916666666666667,1,0,0,0,0,1,0,0,1,0.54
0,0,1,1,72,1,1,1,1,1,0,1,1,0,109.55,7887.25,3.6516666666666655,1,0,0,1,1,0,0,0,0,0.03
0,0,0,1,24,1,0,0,0,0,0,0,0,0,19.75,498.1,0.6583333333333333,0,1,0,1,0,0,1,0,0,0.05
1,0,0,0,31,1,0,1,1,1,1,1,0,1,72.45,2156.25,2.415,0,0,0,0,0,0,0,0,0,0.13
0,1,0,0,1,1,0,1,0,1,0,0,0,1,55.8,55.8,1.86,0,0,0,0,0,1,0,1,1,0.54
0,0,0,0,68,0,0,1,0,1,1,0,0,0,38.9,2719.2,1.2966666666666666,0,0,0,1,0,0,1,0,0,0.0
0,0,0,0,9,1,0,0,0,0,0,0,0,0,20.25,186.15,0.675,0,1,0,0,0,0,1,0,0,0.425
1,0,1,1,61,1,0,1,1,1,1,0,0,1,68.05,4158.25,2.268333333333333,0,0,0,1,0,0,0,0,0,0.01
1,0,0,0,1,1,1,0,0,0,0,0,0,0,50.75,50.75,1.6916666666666669,0,0,0,0,0,0,1,0,1,0.94
0,0,1,1,65,1,1,0,1,1,1,1,1,1,110.8,7245.9,3.693333333333333,1,0,0,1,1,0,0,0,0,0.15
1,1,1,0,30,1,1,1,1,1,1,1,0,1,105.7,3181.8,3.523333333333333,1,0,0,0,0,0,0,0,0,0.355
0,0,0,0,21,1,0,1,0,1,1,0,0,1,60.25,1258.35,2.0083333333333333,0,0,1,0,0,1,0,0,0,0.18
0,0,1,1,10,1,0,0,0,0,0,0,0,1,19.8,196.75,0.66,0,1,0,0,0,0,0,0,0,0.3
0,0,0,0,61,0,0,1,1,1,1,0,0,0,43.7,2696.55,1.4566666666666668,0,0,1,0,1,0,0,0,0,0.05
1,1,1,0,71,0,0,0,1,1,0,1,1,1,52.3,3765.05,1.7433333333333332,0,0,0,0,0,0,0,0,0,0.37
1,1,0,0,51,1,1,0,0,1,0,1,1,1,97.8,4913.3,3.26,1,0,0,0,0,1,0,1,1,0.86
0,0,1,0,68,1,1,0,0,0,0,0,0,0,25.8,1911.5,0.86,0,1,0,1,1,0,0,0,0,0.0
0,0,1,1,70,1,0,0,0,0,0,0,0,1,20.15,1411.2,0.6716666666666666,0,1,0,1,1,0,0,0,0,0.0
1,1,1,1,34,1,1,0,1,1,1,1,1,1,108.9,3625.2,3.63,1,0,0,0,0,1,0,0,0,0.435
0,1,1,0,58,1,1,0,1,0,0,1,1,1,97.8,5458.8,3.26,1,0,1,0,0,0,0,0,0,0.44
0,0,1,0,32,1,0,0,1,0,0,0,1,0,84.15,2585.95,2.805,1,0,0,0,0,0,0,1,1,0.75
1,0,0,0,1,1,1,0,0,1,0,1,1,1,101.45,101.45,3.381666666666667,1,0,0,0,0,1,0,1,1,1.0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,20.1,43.15,0.67,0,1,0,0,0,0,0,0,0,0.32
1,1,0,0,2,1,1,0,0,0,0,1,1,1,93.85,196.75,3.128333333333333,1,0,0,0,0,1,0,1,1,0.89
0,0,0,0,39,1,0,0,0,1,1,0,0,1,80.45,3201.55,2.681666666666666,1,0,0,1,0,1,0,1,0,0.21
1,0,0,0,1,1,0,0,0,0,0,0,0,0,20.45,20.45,0.6816666666666666,0,1,0,0,0,0,1,0,0,0.1923333333333333
1,0,0,1,32,1,0,0,0,0,0,0,0,0,20.5,696.8,0.6833333333333333,0,1,0,1,0,0,1,0,0,0.005
0,0,1,1,33,1,1,0,0,1,1,1,1,1,79.15,2531.4,2.6383333333333336,0,0,1,0,0,1,0,0,0,0.14
1,1,1,1,1,1,0,0,0,0,1,0,0,1,49.25,49.25,1.6416666666666666,0,0,0,0,1,0,0,1,0,0.29983333333333334
1,0,1,0,72,1,1,1,1,1,1,1,1,0,92.3,6719.9,3.0766666666666667,0,0,0,1,1,0,0,0,0,0.05
1,0,1,1,60,1,0,0,0,0,0,0,0,0,20.55,1205.05,0.685,0,1,0,1,0,0,1,0,0,0.0
0,1,0,0,4,1,1,0,0,1,0,1,0,1,89.2,346.2,2.9733333333333336,1,0,0,0,0,1,0,1,1,0.5966666666666667
0,0,0,0,11,1,0,0,0,0,0,1,1,1,64.9,716.1,2.1633333333333336,0,0,0,0,0,1,0,0,1,0.6
0,0,1,0,23,1,0,0,0,0,1,1,0,0,60.0,1347.15,2.0,0,0,1,0,0,0,0,0,0,0.14
1,0,0,0,5,1,0,0,1,0,0,0,0,1,74.65,383.65,2.4883333333333337,1,0,0,0,0,1,0,0,1,0.73
1,0,1,1,66,0,0,0,1,1,0,1,1,1,56.75,3708.4,1.8916666666666664,0,0,0,1,1,0,0,0,0,0.04
1,0,0,0,3,1,0,0,0,0,0,1,1,1,92.0,266.8,3.066666666666667,1,0,0,0,0,1,0,0,1,0.95
0,1,1,0,42,1,1,1,0,1,0,1,1,1,105.2,4599.15,3.506666666666667,1,0,1,0,0,0,0,0,1,0.51
0,1,0,0,1,1,0,0,0,0,0,0,0,1,70.2,70.2,2.3400000000000003,1,0,0,0,0,1,0,0,1,0.9783333333333333
0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.1,25.1,0.8366666666666667,0,0,0,0,0,0,1,1,0,0.12
0,1,0,0,34,1,1,0,1,0,1,1,0,1,96.35,3190.25,3.2116666666666664,1,0,0,0,0,1,0,0,1,0.565
0,0,0,1,1,1,0,1,0,0,0,0,0,0,49.9,49.9,1.663333333333333,0,0,0,0,0,0,1,0,0,0.42
0,0,0,0,18,1,0,0,1,1,0,0,0,0,77.8,1358.6,2.5933333333333333,1,0,0,0,0,1,0,0,1,0.55
1,1,1,0,70,1,0,1,1,1,0,1,1,0,105.35,7511.9,3.5116666666666663,1,0,0,1,1,0,0,0,0,0.195
